2.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,2.268518518518482241e-01
4.000000000000000000e+00,3.060143626570915876e-01
5.000000000000000000e+00,3.936811698862714426e-01
6.000000000000000000e+00,4.146022155085605787e-01
7.000000000000000000e+00,4.459442785578488500e-01
8.000000000000000000e+00,4.814620576431959398e-01
9.000000000000000000e+00,4.999257420490821335e-01
1.000000000000000000e+01,5.282438580527765160e-01
1.100000000000000000e+01,5.583879701210109348e-01
1.200000000000000000e+01,5.588088088088074556e-01
1.300000000000000000e+01,5.723317778112383403e-01
1.400000000000000000e+01,5.908307480179232352e-01
1.500000000000000000e+01,6.044323527744717151e-01
1.600000000000000000e+01,6.308971384377416447e-01
1.700000000000000000e+01,6.329727471099027003e-01
1.800000000000000000e+01,6.433590609422655815e-01
1.900000000000000000e+01,6.459713356618097535e-01
2.000000000000000000e+01,6.566566501175803428e-01
2.100000000000000000e+01,6.584205070209965260e-01
2.200000000000000000e+01,6.591705893890399404e-01
2.300000000000000000e+01,6.657182819093517834e-01
2.400000000000000000e+01,6.647189176580339254e-01
2.500000000000000000e+01,6.747149825784295452e-01
2.600000000000000000e+01,6.843190674148805774e-01
2.700000000000000000e+01,6.846362581821204829e-01
2.800000000000000000e+01,6.892637007840981545e-01
2.900000000000000000e+01,6.987846717450914014e-01
3.000000000000000000e+01,7.011726032773982764e-01
3.100000000000000000e+01,7.079267592699051148e-01
3.200000000000000000e+01,7.093418560606060685e-01
3.300000000000000000e+01,7.142349420127418469e-01
3.400000000000000000e+01,7.198529411764710284e-01
3.500000000000000000e+01,7.211816323249105043e-01
3.600000000000000000e+01,7.258808218705905535e-01
3.700000000000000000e+01,7.244694640317832501e-01
3.800000000000000000e+01,7.221024472232203673e-01
3.900000000000000000e+01,7.204982642794476311e-01
4.000000000000000000e+01,7.208691674290905738e-01
4.100000000000000000e+01,7.196261256334586243e-01
4.200000000000000000e+01,7.280886548167593286e-01
4.300000000000000000e+01,7.232017924511462414e-01
4.400000000000000000e+01,7.199816637714699930e-01
4.500000000000000000e+01,7.244539921231566426e-01
4.600000000000000000e+01,7.194080502934744326e-01
4.700000000000000000e+01,7.158455288914022940e-01
4.800000000000000000e+01,7.105278422273770822e-01
4.900000000000000000e+01,7.165644819281750122e-01
5.000000000000000000e+01,7.050192864030784268e-01
5.100000000000000000e+01,7.123836020894720455e-01
5.200000000000000000e+01,7.135475666317565580e-01
5.300000000000000000e+01,7.122816861892402596e-01
5.400000000000000000e+01,7.135596082404636054e-01
5.500000000000000000e+01,7.103911713286634733e-01
5.600000000000000000e+01,7.130574748743699898e-01
5.700000000000000000e+01,7.137626459819238489e-01
5.800000000000000000e+01,7.166429984585296342e-01
5.900000000000000000e+01,7.148231753197871186e-01
6.000000000000000000e+01,7.134273772204821062e-01
6.100000000000000000e+01,7.140193627687944078e-01
6.200000000000000000e+01,7.163802105382005569e-01
6.300000000000000000e+01,7.139281803758777967e-01
6.400000000000000000e+01,7.163849646821393025e-01
6.500000000000000000e+01,7.195634213158103032e-01
6.600000000000000000e+01,7.224632964489746678e-01
6.700000000000000000e+01,7.257169157359832923e-01
6.800000000000000000e+01,7.299951230492187637e-01
6.900000000000000000e+01,7.287770150012667925e-01
7.000000000000000000e+01,7.298830473275770281e-01
7.100000000000000000e+01,7.375251509054319143e-01
7.200000000000000000e+01,7.391870149536243773e-01
7.300000000000000000e+01,7.361994098313415780e-01
7.400000000000000000e+01,7.340219578673857770e-01
